passengerCount,WIFIAPTag,slice10min
33.0,EC-2C-8<EC-1-21>,2016-09-14-17-0
28.7,EC-2C-8<EC-1-21>,2016-09-14-17-1
36.7,EC-2C-8<EC-1-21>,2016-09-14-17-2
55.3,EC-2C-8<EC-1-21>,2016-09-14-17-3
44.7,EC-2C-8<EC-1-21>,2016-09-14-17-4
42.7,EC-2C-8<EC-1-21>,2016-09-14-17-5
146.3,EC-2C-9<EC-1-19>,2016-09-14-15-0
135.0,EC-2C-9<EC-1-19>,2016-09-14-15-1
148.0,EC-2C-9<EC-1-19>,2016-09-14-15-2
160.3,EC-2C-9<EC-1-19>,2016-09-14-15-3
149.0,EC-2C-9<EC-1-19>,2016-09-14-15-4
148.3,EC-2C-9<EC-1-19>,2016-09-14-15-5
173.7,EC-2C-9<EC-1-19>,2016-09-14-16-0
140.7,EC-2C-9<EC-1-19>,2016-09-14-16-1
154.0,EC-2C-9<EC-1-19>,2016-09-14-16-2
166.0,EC-2C-9<EC-1-19>,2016-09-14-16-3
173.7,EC-2C-9<EC-1-19>,2016-09-14-16-4
161.0,EC-2C-9<EC-1-19>,2016-09-14-16-5
148.3,EC-2C-9<EC-1-19>,2016-09-14-17-0
129.3,EC-2C-9<EC-1-19>,2016-09-14-17-1
133.3,EC-2C-9<EC-1-19>,2016-09-14-17-2
140.3,EC-2C-9<EC-1-19>,2016-09-14-17-3
128.0,EC-2C-9<EC-1-19>,2016-09-14-17-4
106.3,EC-2C-9<EC-1-19>,2016-09-14-17-5
23.0,EC-2D-1<EC-2-21>,2016-09-14-15-0
24.7,EC-2D-1<EC-2-21>,2016-09-14-15-1
21.3,EC-2D-1<EC-2-21>,2016-09-14-15-2
30.3,EC-2D-1<EC-2-21>,2016-09-14-15-3
54.0,EC-2D-1<EC-2-21>,2016-09-14-15-4
36.7,EC-2D-1<EC-2-21>,2016-09-14-15-5
21.3,EC-2D-1<EC-2-21>,2016-09-14-16-0
10.3,EC-2D-1<EC-2-21>,2016-09-14-16-1
17.0,EC-2D-1<EC-2-21>,2016-09-14-16-2
21.0,EC-2D-1<EC-2-21>,2016-09-14-16-3
18.7,EC-2D-1<EC-2-21>,2016-09-14-16-4
18.0,EC-2D-1<EC-2-21>,2016-09-14-16-5
20.7,EC-2D-1<EC-2-21>,2016-09-14-17-0
10.7,EC-2D-1<EC-2-21>,2016-09-14-17-1
7.0,EC-2D-1<EC-2-21>,2016-09-14-17-2
5.3,EC-2D-1<EC-2-21>,2016-09-14-17-3
15.7,EC-2D-1<EC-2-21>,2016-09-14-17-4
23.3,EC-2D-1<EC-2-21>,2016-09-14-17-5
4.3,EC-2D-2<EC-2-22>,2016-09-14-15-0
3.0,EC-2D-2<EC-2-22>,2016-09-14-15-1
4.7,EC-2D-2<EC-2-22>,2016-09-14-15-2
3.3,EC-2D-2<EC-2-22>,2016-09-14-15-3
11.7,EC-2D-2<EC-2-22>,2016-09-14-15-4
7.7,EC-2D-2<EC-2-22>,2016-09-14-15-5
7.7,EC-2D-2<EC-2-22>,2016-09-14-16-0
7.0,EC-2D-2<EC-2-22>,2016-09-14-16-1
11.0,EC-2D-2<EC-2-22>,2016-09-14-16-2
9.3,EC-2D-2<EC-2-22>,2016-09-14-16-3
4.3,EC-2D-2<EC-2-22>,2016-09-14-16-4
3.7,EC-2D-2<EC-2-22>,2016-09-14-16-5
2.7,EC-2D-2<EC-2-22>,2016-09-14-17-0
1.0,EC-2D-2<EC-2-22>,2016-09-14-17-1
0.3,EC-2D-2<EC-2-22>,2016-09-14-17-2
2.0,EC-2D-2<EC-2-22>,2016-09-14-17-3
4.0,EC-2D-2<EC-2-22>,2016-09-14-17-4
6.0,EC-2D-2<EC-2-22>,2016-09-14-17-5
12.3,EC-2D-3<EC-2-23>,2016-09-14-15-0
8.7,EC-2D-3<EC-2-23>,2016-09-14-15-1
9.0,EC-2D-3<EC-2-23>,2016-09-14-15-2
12.0,EC-2D-3<EC-2-23>,2016-09-14-15-3
30.3,EC-2D-3<EC-2-23>,2016-09-14-15-4
34.3,EC-2D-3<EC-2-23>,2016-09-14-15-5
31.7,EC-2D-3<EC-2-23>,2016-09-14-16-0
33.7,EC-2D-3<EC-2-23>,2016-09-14-16-1
24.7,EC-2D-3<EC-2-23>,2016-09-14-16-2
21.3,EC-2D-3<EC-2-23>,2016-09-14-16-3
18.3,EC-2D-3<EC-2-23>,2016-09-14-16-4
11.7,EC-2D-3<EC-2-23>,2016-09-14-16-5
21.3,EC-2D-3<EC-2-23>,2016-09-14-17-0
21.0,EC-2D-3<EC-2-23>,2016-09-14-17-1
16.7,EC-2D-3<EC-2-23>,2016-09-14-17-2
14.7,EC-2D-3<EC-2-23>,2016-09-14-17-3
20.3,EC-2D-3<EC-2-23>,2016-09-14-17-4
20.0,EC-2D-3<EC-2-23>,2016-09-14-17-5
12.0,EC-2D-4<EC-2-24>,2016-09-14-15-0
14.7,EC-2D-4<EC-2-24>,2016-09-14-15-1
16.3,EC-2D-4<EC-2-24>,2016-09-14-15-2
7.0,EC-2D-4<EC-2-24>,2016-09-14-15-3
19.3,EC-2D-4<EC-2-24>,2016-09-14-15-4
14.0,EC-2D-4<EC-2-24>,2016-09-14-15-5
20.0,EC-2D-4<EC-2-24>,2016-09-14-16-0
23.0,EC-2D-4<EC-2-24>,2016-09-14-16-1
25.0,EC-2D-4<EC-2-24>,2016-09-14-16-2
13.3,EC-2D-4<EC-2-24>,2016-09-14-16-3
9.0,EC-2D-4<EC-2-24>,2016-09-14-16-4
6.3,EC-2D-4<EC-2-24>,2016-09-14-16-5
8.7,EC-2D-4<EC-2-24>,2016-09-14-17-0
9.7,EC-2D-4<EC-2-24>,2016-09-14-17-1
8.0,EC-2D-4<EC-2-24>,2016-09-14-17-2
8.0,EC-2D-4<EC-2-24>,2016-09-14-17-3
7.3,EC-2D-4<EC-2-24>,2016-09-14-17-4
11.0,EC-2D-4<EC-2-24>,2016-09-14-17-5
63.3,EC-2E-1<EC-2-32>,2016-09-14-15-0
63.3,EC-2E-1<EC-2-32>,2016-09-14-15-1
61.7,EC-2E-1<EC-2-32>,2016-09-14-15-2
62.7,EC-2E-1<EC-2-32>,2016-09-14-15-3
59.7,EC-2E-1<EC-2-32>,2016-09-14-15-4
56.7,EC-2E-1<EC-2-32>,2016-09-14-15-5
60.0,EC-2E-1<EC-2-32>,2016-09-14-16-0
66.7,EC-2E-1<EC-2-32>,2016-09-14-16-1
64.3,EC-2E-1<EC-2-32>,2016-09-14-16-2
73.0,EC-2E-1<EC-2-32>,2016-09-14-16-3
78.7,EC-2E-1<EC-2-32>,2016-09-14-16-4
78.3,EC-2E-1<EC-2-32>,2016-09-14-16-5
51.3,EC-2E-1<EC-2-32>,2016-09-14-17-0
28.3,EC-2E-1<EC-2-32>,2016-09-14-17-1
27.0,EC-2E-1<EC-2-32>,2016-09-14-17-2
32.0,EC-2E-1<EC-2-32>,2016-09-14-17-3
23.0,EC-2E-1<EC-2-32>,2016-09-14-17-4
23.3,EC-2E-1<EC-2-32>,2016-09-14-17-5
6.3,EC-2E-2<EC-2-31>,2016-09-14-15-0
8.3,EC-2E-2<EC-2-31>,2016-09-14-15-1
7.7,EC-2E-2<EC-2-31>,2016-09-14-15-2
9.3,EC-2E-2<EC-2-31>,2016-09-14-15-3
6.7,EC-2E-2<EC-2-31>,2016-09-14-15-4
7.7,EC-2E-2<EC-2-31>,2016-09-14-15-5
10.0,EC-2E-2<EC-2-31>,2016-09-14-16-0
8.0,EC-2E-2<EC-2-31>,2016-09-14-16-1
8.3,EC-2E-2<EC-2-31>,2016-09-14-16-2
9.0,EC-2E-2<EC-2-31>,2016-09-14-16-3
11.3,EC-2E-2<EC-2-31>,2016-09-14-16-4
10.3,EC-2E-2<EC-2-31>,2016-09-14-16-5
9.3,EC-2E-2<EC-2-31>,2016-09-14-17-0
9.0,EC-2E-2<EC-2-31>,2016-09-14-17-1
9.3,EC-2E-2<EC-2-31>,2016-09-14-17-2
11.3,EC-2E-2<EC-2-31>,2016-09-14-17-3
7.7,EC-2E-2<EC-2-31>,2016-09-14-17-4
13.0,EC-2E-2<EC-2-31>,2016-09-14-17-5
8.7,EC-2E-3<EC-2-28>,2016-09-14-15-0
10.0,EC-2E-3<EC-2-28>,2016-09-14-15-1
6.7,EC-2E-3<EC-2-28>,2016-09-14-15-2
5.7,EC-2E-3<EC-2-28>,2016-09-14-15-3
2.7,EC-2E-3<EC-2-28>,2016-09-14-15-4
2.3,EC-2E-3<EC-2-28>,2016-09-14-15-5
2.0,EC-2E-3<EC-2-28>,2016-09-14-16-0
1.7,EC-2E-3<EC-2-28>,2016-09-14-16-1
5.3,EC-2E-3<EC-2-28>,2016-09-14-16-2
6.0,EC-2E-3<EC-2-28>,2016-09-14-16-3
7.3,EC-2E-3<EC-2-28>,2016-09-14-16-4
4.3,EC-2E-3<EC-2-28>,2016-09-14-16-5
4.7,EC-2E-3<EC-2-28>,2016-09-14-17-0
3.0,EC-2E-3<EC-2-28>,2016-09-14-17-1
3.7,EC-2E-3<EC-2-28>,2016-09-14-17-2
3.7,EC-2E-3<EC-2-28>,2016-09-14-17-3
5.0,EC-2E-3<EC-2-28>,2016-09-14-17-4
5.0,EC-2E-3<EC-2-28>,2016-09-14-17-5
18.7,EC-2E-4<EC-2-30>,2016-09-14-15-0
28.0,EC-2E-4<EC-2-30>,2016-09-14-15-1
28.3,EC-2E-4<EC-2-30>,2016-09-14-15-2
41.3,EC-2E-4<EC-2-30>,2016-09-14-15-3
30.3,EC-2E-4<EC-2-30>,2016-09-14-15-4
28.7,EC-2E-4<EC-2-30>,2016-09-14-15-5
21.7,EC-2E-4<EC-2-30>,2016-09-14-16-0
31.7,EC-2E-4<EC-2-30>,2016-09-14-16-1
38.0,EC-2E-4<EC-2-30>,2016-09-14-16-2
32.3,EC-2E-4<EC-2-30>,2016-09-14-16-3
26.7,EC-2E-4<EC-2-30>,2016-09-14-16-4
27.7,EC-2E-4<EC-2-30>,2016-09-14-16-5
26.3,EC-2E-4<EC-2-30>,2016-09-14-17-0
20.7,EC-2E-4<EC-2-30>,2016-09-14-17-1
23.0,EC-2E-4<EC-2-30>,2016-09-14-17-2
20.7,EC-2E-4<EC-2-30>,2016-09-14-17-3
24.0,EC-2E-4<EC-2-30>,2016-09-14-17-4
18.0,EC-2E-4<EC-2-30>,2016-09-14-17-5
4.3,EC-2E-5<EC-2-29>,2016-09-14-15-0
4.3,EC-2E-5<EC-2-29>,2016-09-14-15-1
5.3,EC-2E-5<EC-2-29>,2016-09-14-15-2
6.7,EC-2E-5<EC-2-29>,2016-09-14-15-3
6.7,EC-2E-5<EC-2-29>,2016-09-14-15-4
7.0,EC-2E-5<EC-2-29>,2016-09-14-15-5
8.0,EC-2E-5<EC-2-29>,2016-09-14-16-0
7.0,EC-2E-5<EC-2-29>,2016-09-14-16-1
7.3,EC-2E-5<EC-2-29>,2016-09-14-16-2
9.0,EC-2E-5<EC-2-29>,2016-09-14-16-3
10.0,EC-2E-5<EC-2-29>,2016-09-14-16-4
8.3,EC-2E-5<EC-2-29>,2016-09-14-16-5
6.7,EC-2E-5<EC-2-29>,2016-09-14-17-0
4.0,EC-2E-5<EC-2-29>,2016-09-14-17-1
1.3,EC-2E-5<EC-2-29>,2016-09-14-17-2
1.3,EC-2E-5<EC-2-29>,2016-09-14-17-3
3.7,EC-2E-5<EC-2-29>,2016-09-14-17-4
3.7,EC-2E-5<EC-2-29>,2016-09-14-17-5
17.7,EC-2E-6<EC-2-33>,2016-09-14-15-0
18.3,EC-2E-6<EC-2-33>,2016-09-14-15-1
13.3,EC-2E-6<EC-2-33>,2016-09-14-15-2
14.7,EC-2E-6<EC-2-33>,2016-09-14-15-3
21.3,EC-2E-6<EC-2-33>,2016-09-14-15-4
19.0,EC-2E-6<EC-2-33>,2016-09-14-15-5
15.3,EC-2E-6<EC-2-33>,2016-09-14-16-0
19.3,EC-2E-6<EC-2-33>,2016-09-14-16-1
23.7,EC-2E-6<EC-2-33>,2016-09-14-16-2
31.3,EC-2E-6<EC-2-33>,2016-09-14-16-3
21.3,EC-2E-6<EC-2-33>,2016-09-14-16-4
15.0,EC-2E-6<EC-2-33>,2016-09-14-16-5
23.7,EC-2E-6<EC-2-33>,2016-09-14-17-0
13.3,EC-2E-6<EC-2-33>,2016-09-14-17-1
10.3,EC-2E-6<EC-2-33>,2016-09-14-17-2
13.3,EC-2E-6<EC-2-33>,2016-09-14-17-3
8.7,EC-2E-6<EC-2-33>,2016-09-14-17-4
12.3,EC-2E-6<EC-2-33>,2016-09-14-17-5
22.3,EC-2E<EC-2E-10>,2016-09-14-15-0
26.0,EC-2E<EC-2E-10>,2016-09-14-15-1
25.3,EC-2E<EC-2E-10>,2016-09-14-15-2
25.0,EC-2E<EC-2E-10>,2016-09-14-15-3
33.7,EC-2E<EC-2E-10>,2016-09-14-15-4
47.7,EC-2E<EC-2E-10>,2016-09-14-15-5
47.7,EC-2E<EC-2E-10>,2016-09-14-16-0
50.3,EC-2E<EC-2E-10>,2016-09-14-16-1
55.0,EC-2E<EC-2E-10>,2016-09-14-16-2
36.7,EC-2E<EC-2E-10>,2016-09-14-16-3
10.0,EC-2E<EC-2E-10>,2016-09-14-16-4
2.0,EC-2E<EC-2E-10>,2016-09-14-16-5
0.3,EC-2E<EC-2E-10>,2016-09-14-17-0
0.0,EC-2E<EC-2E-10>,2016-09-14-17-1
1.7,EC-2E<EC-2E-10>,2016-09-14-17-2
3.7,EC-2E<EC-2E-10>,2016-09-14-17-3
3.7,EC-2E<EC-2E-10>,2016-09-14-17-4
8.3,EC-2E<EC-2E-10>,2016-09-14-17-5
11.0,EC-2E<EC-2E-11>,2016-09-14-15-0
13.0,EC-2E<EC-2E-11>,2016-09-14-15-1
14.0,EC-2E<EC-2E-11>,2016-09-14-15-2
18.3,EC-2E<EC-2E-11>,2016-09-14-15-3
14.3,EC-2E<EC-2E-11>,2016-09-14-15-4
13.7,EC-2E<EC-2E-11>,2016-09-14-15-5
24.7,EC-2E<EC-2E-11>,2016-09-14-16-0
26.7,EC-2E<EC-2E-11>,2016-09-14-16-1
18.0,EC-2E<EC-2E-11>,2016-09-14-16-2
18.7,EC-2E<EC-2E-11>,2016-09-14-16-3
14.0,EC-2E<EC-2E-11>,2016-09-14-16-4
8.3,EC-2E<EC-2E-11>,2016-09-14-16-5
6.7,EC-2E<EC-2E-11>,2016-09-14-17-0
2.7,EC-2E<EC-2E-11>,2016-09-14-17-1
1.0,EC-2E<EC-2E-11>,2016-09-14-17-2
1.0,EC-2E<EC-2E-11>,2016-09-14-17-3
1.0,EC-2E<EC-2E-11>,2016-09-14-17-4
3.3,EC-2E<EC-2E-11>,2016-09-14-17-5
18.0,EC-2E<EC-2E-7>,2016-09-14-15-0
16.7,EC-2E<EC-2E-7>,2016-09-14-15-1
19.7,EC-2E<EC-2E-7>,2016-09-14-15-2
21.7,EC-2E<EC-2E-7>,2016-09-14-15-3
34.7,EC-2E<EC-2E-7>,2016-09-14-15-4
38.0,EC-2E<EC-2E-7>,2016-09-14-15-5
34.7,EC-2E<EC-2E-7>,2016-09-14-16-0
34.7,EC-2E<EC-2E-7>,2016-09-14-16-1
30.0,EC-2E<EC-2E-7>,2016-09-14-16-2
27.0,EC-2E<EC-2E-7>,2016-09-14-16-3
30.0,EC-2E<EC-2E-7>,2016-09-14-16-4
19.0,EC-2E<EC-2E-7>,2016-09-14-16-5
16.7,EC-2E<EC-2E-7>,2016-09-14-17-0
9.7,EC-2E<EC-2E-7>,2016-09-14-17-1
11.7,EC-2E<EC-2E-7>,2016-09-14-17-2
8.7,EC-2E<EC-2E-7>,2016-09-14-17-3
4.7,EC-2E<EC-2E-7>,2016-09-14-17-4
3.3,EC-2E<EC-2E-7>,2016-09-14-17-5
0.0,EC-2E<EC-2E-8>,2016-09-14-15-0
2.7,EC-2E<EC-2E-8>,2016-09-14-15-1
3.3,EC-2E<EC-2E-8>,2016-09-14-15-2
6.7,EC-2E<EC-2E-8>,2016-09-14-15-3
5.3,EC-2E<EC-2E-8>,2016-09-14-15-4
3.3,EC-2E<EC-2E-8>,2016-09-14-15-5
2.3,EC-2E<EC-2E-8>,2016-09-14-16-0
0.7,EC-2E<EC-2E-8>,2016-09-14-16-1
2.7,EC-2E<EC-2E-8>,2016-09-14-16-2
2.3,EC-2E<EC-2E-8>,2016-09-14-16-3
7.3,EC-2E<EC-2E-8>,2016-09-14-16-4
0.7,EC-2E<EC-2E-8>,2016-09-14-16-5
2.0,EC-2E<EC-2E-8>,2016-09-14-17-0
5.0,EC-2E<EC-2E-8>,2016-09-14-17-1
0.0,EC-2E<EC-2E-8>,2016-09-14-17-2
1.0,EC-2E<EC-2E-8>,2016-09-14-17-3
5.0,EC-2E<EC-2E-8>,2016-09-14-17-4
3.3,EC-2E<EC-2E-8>,2016-09-14-17-5
4.0,EC-2E<EC-2E-9>,2016-09-14-15-0
5.7,EC-2E<EC-2E-9>,2016-09-14-15-1
7.0,EC-2E<EC-2E-9>,2016-09-14-15-2
6.3,EC-2E<EC-2E-9>,2016-09-14-15-3
6.7,EC-2E<EC-2E-9>,2016-09-14-15-4
10.0,EC-2E<EC-2E-9>,2016-09-14-15-5
11.3,EC-2E<EC-2E-9>,2016-09-14-16-0
4.7,EC-2E<EC-2E-9>,2016-09-14-16-1
4.0,EC-2E<EC-2E-9>,2016-09-14-16-2
7.0,EC-2E<EC-2E-9>,2016-09-14-16-3
8.3,EC-2E<EC-2E-9>,2016-09-14-16-4
2.7,EC-2E<EC-2E-9>,2016-09-14-16-5
1.0,EC-2E<EC-2E-9>,2016-09-14-17-0
0.3,EC-2E<EC-2E-9>,2016-09-14-17-1
0.0,EC-2E<EC-2E-9>,2016-09-14-17-2
0.7,EC-2E<EC-2E-9>,2016-09-14-17-3
1.3,EC-2E<EC-2E-9>,2016-09-14-17-4
0.3,EC-2E<EC-2E-9>,2016-09-14-17-5
92.3,EC-3A<EC-3-01>,2016-09-14-15-0
105.3,EC-3A<EC-3-01>,2016-09-14-15-1
103.7,EC-3A<EC-3-01>,2016-09-14-15-2
98.0,EC-3A<EC-3-01>,2016-09-14-15-3
94.7,EC-3A<EC-3-01>,2016-09-14-15-4
83.7,EC-3A<EC-3-01>,2016-09-14-15-5
88.0,EC-3A<EC-3-01>,2016-09-14-16-0
95.7,EC-3A<EC-3-01>,2016-09-14-16-1
104.0,EC-3A<EC-3-01>,2016-09-14-16-2
114.7,EC-3A<EC-3-01>,2016-09-14-16-3
122.7,EC-3A<EC-3-01>,2016-09-14-16-4
125.7,EC-3A<EC-3-01>,2016-09-14-16-5
101.0,EC-3A<EC-3-01>,2016-09-14-17-0
100.0,EC-3A<EC-3-01>,2016-09-14-17-1
107.3,EC-3A<EC-3-01>,2016-09-14-17-2
128.0,EC-3A<EC-3-01>,2016-09-14-17-3
112.3,EC-3A<EC-3-01>,2016-09-14-17-4
108.3,EC-3A<EC-3-01>,2016-09-14-17-5
39.3,EC-3B<EC-3-02>,2016-09-14-15-0
43.3,EC-3B<EC-3-02>,2016-09-14-15-1
46.7,EC-3B<EC-3-02>,2016-09-14-15-2
29.7,EC-3B<EC-3-02>,2016-09-14-15-3
40.0,EC-3B<EC-3-02>,2016-09-14-15-4
33.0,EC-3B<EC-3-02>,2016-09-14-15-5
45.3,EC-3B<EC-3-02>,2016-09-14-16-0
41.0,EC-3B<EC-3-02>,2016-09-14-16-1
42.3,EC-3B<EC-3-02>,2016-09-14-16-2
43.0,EC-3B<EC-3-02>,2016-09-14-16-3
35.0,EC-3B<EC-3-02>,2016-09-14-16-4
49.7,EC-3B<EC-3-02>,2016-09-14-16-5
50.0,EC-3B<EC-3-02>,2016-09-14-17-0
49.7,EC-3B<EC-3-02>,2016-09-14-17-1
39.0,EC-3B<EC-3-02>,2016-09-14-17-2
43.0,EC-3B<EC-3-02>,2016-09-14-17-3
31.3,EC-3B<EC-3-02>,2016-09-14-17-4
34.0,EC-3B<EC-3-02>,2016-09-14-17-5
17.7,EC-3B<EC-3-03>,2016-09-14-15-0
16.7,EC-3B<EC-3-03>,2016-09-14-15-1
25.0,EC-3B<EC-3-03>,2016-09-14-15-2
21.0,EC-3B<EC-3-03>,2016-09-14-15-3
18.7,EC-3B<EC-3-03>,2016-09-14-15-4
31.7,EC-3B<EC-3-03>,2016-09-14-15-5
27.7,EC-3B<EC-3-03>,2016-09-14-16-0
18.0,EC-3B<EC-3-03>,2016-09-14-16-1
18.7,EC-3B<EC-3-03>,2016-09-14-16-2
13.7,EC-3B<EC-3-03>,2016-09-14-16-3
17.7,EC-3B<EC-3-03>,2016-09-14-16-4
21.0,EC-3B<EC-3-03>,2016-09-14-16-5
18.0,EC-3B<EC-3-03>,2016-09-14-17-0
19.7,EC-3B<EC-3-03>,2016-09-14-17-1
28.7,EC-3B<EC-3-03>,2016-09-14-17-2
18.7,EC-3B<EC-3-03>,2016-09-14-17-3
19.0,EC-3B<EC-3-03>,2016-09-14-17-4
24.3,EC-3B<EC-3-03>,2016-09-14-17-5
17.7,EC-3B<EC-3-04>,2016-09-14-15-0
27.0,EC-3B<EC-3-04>,2016-09-14-15-1
36.0,EC-3B<EC-3-04>,2016-09-14-15-2
25.3,EC-3B<EC-3-04>,2016-09-14-15-3
18.0,EC-3B<EC-3-04>,2016-09-14-15-4
24.0,EC-3B<EC-3-04>,2016-09-14-15-5
28.3,EC-3B<EC-3-04>,2016-09-14-16-0
19.0,EC-3B<EC-3-04>,2016-09-14-16-1
20.7,EC-3B<EC-3-04>,2016-09-14-16-2
23.7,EC-3B<EC-3-04>,2016-09-14-16-3
17.7,EC-3B<EC-3-04>,2016-09-14-16-4
31.3,EC-3B<EC-3-04>,2016-09-14-16-5
26.3,EC-3B<EC-3-04>,2016-09-14-17-0
20.0,EC-3B<EC-3-04>,2016-09-14-17-1
20.7,EC-3B<EC-3-04>,2016-09-14-17-2
28.0,EC-3B<EC-3-04>,2016-09-14-17-3
18.7,EC-3B<EC-3-04>,2016-09-14-17-4
17.7,EC-3B<EC-3-04>,2016-09-14-17-5
48.7,EC-3B<EC-3-05>,2016-09-14-15-0
65.3,EC-3B<EC-3-05>,2016-09-14-15-1
79.3,EC-3B<EC-3-05>,2016-09-14-15-2
76.7,EC-3B<EC-3-05>,2016-09-14-15-3
68.7,EC-3B<EC-3-05>,2016-09-14-15-4
54.0,EC-3B<EC-3-05>,2016-09-14-15-5
50.0,EC-3B<EC-3-05>,2016-09-14-16-0
58.0,EC-3B<EC-3-05>,2016-09-14-16-1
59.7,EC-3B<EC-3-05>,2016-09-14-16-2
64.3,EC-3B<EC-3-05>,2016-09-14-16-3
55.7,EC-3B<EC-3-05>,2016-09-14-16-4
64.3,EC-3B<EC-3-05>,2016-09-14-16-5
58.3,EC-3B<EC-3-05>,2016-09-14-17-0
54.7,EC-3B<EC-3-05>,2016-09-14-17-1
40.3,EC-3B<EC-3-05>,2016-09-14-17-2
46.3,EC-3B<EC-3-05>,2016-09-14-17-3
54.7,EC-3B<EC-3-05>,2016-09-14-17-4
57.3,EC-3B<EC-3-05>,2016-09-14-17-5
47.0,EC-3B<EC-3-06>,2016-09-14-15-0
51.7,EC-3B<EC-3-06>,2016-09-14-15-1
49.3,EC-3B<EC-3-06>,2016-09-14-15-2
49.0,EC-3B<EC-3-06>,2016-09-14-15-3
34.7,EC-3B<EC-3-06>,2016-09-14-15-4
39.7,EC-3B<EC-3-06>,2016-09-14-15-5
44.7,EC-3B<EC-3-06>,2016-09-14-16-0
28.7,EC-3B<EC-3-06>,2016-09-14-16-1
34.0,EC-3B<EC-3-06>,2016-09-14-16-2
37.0,EC-3B<EC-3-06>,2016-09-14-16-3
30.0,EC-3B<EC-3-06>,2016-09-14-16-4
47.0,EC-3B<EC-3-06>,2016-09-14-16-5
82.0,EC-3B<EC-3-06>,2016-09-14-17-0
72.7,EC-3B<EC-3-06>,2016-09-14-17-1
53.7,EC-3B<EC-3-06>,2016-09-14-17-2
60.0,EC-3B<EC-3-06>,2016-09-14-17-3
54.0,EC-3B<EC-3-06>,2016-09-14-17-4
51.7,EC-3B<EC-3-06>,2016-09-14-17-5
59.3,EC-3B<EC-3-07>,2016-09-14-15-0
85.0,EC-3B<EC-3-07>,2016-09-14-15-1
71.7,EC-3B<EC-3-07>,2016-09-14-15-2
76.0,EC-3B<EC-3-07>,2016-09-14-15-3
66.0,EC-3B<EC-3-07>,2016-09-14-15-4
111.0,EC-3B<EC-3-07>,2016-09-14-15-5
61.0,EC-3B<EC-3-07>,2016-09-14-16-0
51.7,EC-3B<EC-3-07>,2016-09-14-16-1
62.7,EC-3B<EC-3-07>,2016-09-14-16-2
51.7,EC-3B<EC-3-07>,2016-09-14-16-3
41.3,EC-3B<EC-3-07>,2016-09-14-16-4
42.0,EC-3B<EC-3-07>,2016-09-14-16-5
51.3,EC-3B<EC-3-07>,2016-09-14-17-0
55.3,EC-3B<EC-3-07>,2016-09-14-17-1
68.7,EC-3B<EC-3-07>,2016-09-14-17-2
65.7,EC-3B<EC-3-07>,2016-09-14-17-3
43.3,EC-3B<EC-3-07>,2016-09-14-17-4
43.7,EC-3B<EC-3-07>,2016-09-14-17-5
52.7,EC-3B<EC-3-08>,2016-09-14-15-0
67.7,EC-3B<EC-3-08>,2016-09-14-15-1
47.0,EC-3B<EC-3-08>,2016-09-14-15-2
36.7,EC-3B<EC-3-08>,2016-09-14-15-3
65.3,EC-3B<EC-3-08>,2016-09-14-15-4
59.3,EC-3B<EC-3-08>,2016-09-14-15-5
52.0,EC-3B<EC-3-08>,2016-09-14-16-0
51.3,EC-3B<EC-3-08>,2016-09-14-16-1
43.7,EC-3B<EC-3-08>,2016-09-14-16-2
30.7,EC-3B<EC-3-08>,2016-09-14-16-3
34.0,EC-3B<EC-3-08>,2016-09-14-16-4
51.7,EC-3B<EC-3-08>,2016-09-14-16-5
39.7,EC-3B<EC-3-08>,2016-09-14-17-0
33.3,EC-3B<EC-3-08>,2016-09-14-17-1
42.7,EC-3B<EC-3-08>,2016-09-14-17-2
41.0,EC-3B<EC-3-08>,2016-09-14-17-3
24.7,EC-3B<EC-3-08>,2016-09-14-17-4
45.3,EC-3B<EC-3-08>,2016-09-14-17-5
11.0,EC-3B<EC-3B-08>,2016-09-14-15-0
16.7,EC-3B<EC-3B-08>,2016-09-14-15-1
10.3,EC-3B<EC-3B-08>,2016-09-14-15-2
12.7,EC-3B<EC-3B-08>,2016-09-14-15-3
13.3,EC-3B<EC-3B-08>,2016-09-14-15-4
6.0,EC-3B<EC-3B-08>,2016-09-14-15-5
8.3,EC-3B<EC-3B-08>,2016-09-14-16-0
6.0,EC-3B<EC-3B-08>,2016-09-14-16-1
18.0,EC-3B<EC-3B-08>,2016-09-14-16-2
21.3,EC-3B<EC-3B-08>,2016-09-14-16-3
15.7,EC-3B<EC-3B-08>,2016-09-14-16-4
10.7,EC-3B<EC-3B-08>,2016-09-14-16-5
4.3,EC-3B<EC-3B-08>,2016-09-14-17-0
5.0,EC-3B<EC-3B-08>,2016-09-14-17-1
3.7,EC-3B<EC-3B-08>,2016-09-14-17-2
2.7,EC-3B<EC-3B-08>,2016-09-14-17-3
2.0,EC-3B<EC-3B-08>,2016-09-14-17-4
2.7,EC-3B<EC-3B-08>,2016-09-14-17-5
0.0,EC-3B<EC-3B-10>,2016-09-14-15-0
0.0,EC-3B<EC-3B-10>,2016-09-14-15-1
0.3,EC-3B<EC-3B-10>,2016-09-14-15-2
0.0,EC-3B<EC-3B-10>,2016-09-14-15-3
1.7,EC-3B<EC-3B-10>,2016-09-14-15-4
7.0,EC-3B<EC-3B-10>,2016-09-14-15-5
11.7,EC-3B<EC-3B-10>,2016-09-14-16-0
12.7,EC-3B<EC-3B-10>,2016-09-14-16-1
